,unique_id,id,year,name_sa,area_ha,cut_2000_area_ha,cut_2001_area_ha,cut_2002_area_ha,cut_2003_area_ha,cut_2004_area_ha,cut_2005_area_ha,cut_2006_area_ha,cut_2007_area_ha,cut_2008_area_ha,cut_2009_area_ha,cut_2010_area_ha,cut_2011_area_ha,cut_2012_area_ha,cut_2013_area_ha,cut_2014_area_ha,cut_2015_area_ha,cut_2016_area_ha,cut_2017_area_ha,cut_2018_area_ha,cut_8_year_area_ha,1999_M_survey2014,1999_S_survey2014,2000_M_survey2014,2000_S_survey2014,2001_M_survey2014,2001_S_survey2014,2002_M_survey2014,2002_S_survey2014,2003_M_survey2014,2003_S_survey2014,2003_V_survey2014,2004_M_survey2014,2004_S_survey2014,2004_V_survey2014,2005_M_survey2014,2005_S_survey2014,2005_V_survey2014,2006_M_survey2014,2006_S_survey2014,2006_V_survey2014,2007_M_survey2014,2007_S_survey2014,2007_V_survey2014,2008_M_survey2014,2008_S_survey2014,2008_V_survey2014,2009_M_survey2014,2009_S_survey2014,2009_V_survey2014,2010_M_survey2014,2010_S_survey2014,2011_M_survey2014,2011_V_survey2014,2012_M_survey2014,2012_S_survey2014,2013_M_survey2014,2014_M_survey2014,1999_M_survey2015,1999_S_survey2015,2000_M_survey2015,2000_S_survey2015,2001_M_survey2015,2001_S_survey2015,2002_M_survey2015,2002_S_survey2015,2003_M_survey2015,2003_S_survey2015,2003_V_survey2015,2004_M_survey2015,2004_S_survey2015,2004_V_survey2015,2005_M_survey2015,2005_S_survey2015,2005_V_survey2015,2006_M_survey2015,2006_S_survey2015,2006_V_survey2015,2007_M_survey2015,2007_S_survey2015,2007_V_survey2015,2008_M_survey2015,2008_S_survey2015,2008_V_survey2015,2009_M_survey2015,2009_S_survey2015,2009_V_survey2015,2010_M_survey2015,2010_S_survey2015,2011_M_survey2015,2011_V_survey2015,2012_M_survey2015,2012_S_survey2015,2013_M_survey2015,2014_M_survey2015,2015_M_survey2015,1999_M_survey2016,1999_S_survey2016,2000_M_survey2016,2000_S_survey2016,2001_M_survey2016,2001_S_survey2016,2002_M_survey2016,2002_S_survey2016,2003_M_survey2016,2003_S_survey2016,2003_V_survey2016,2004_M_survey2016,2004_S_survey2016,2004_V_survey2016,2005_M_survey2016,2005_S_survey2016,2005_V_survey2016,2006_M_survey2016,2006_S_survey2016,2006_V_survey2016,2007_M_survey2016,2007_S_survey2016,2007_V_survey2016,2008_M_survey2016,2008_S_survey2016,2008_V_survey2016,2009_M_survey2016,2009_S_survey2016,2009_V_survey2016,2010_M_survey2016,2010_S_survey2016,2011_M_survey2016,2011_V_survey2016,2012_M_survey2016,2012_S_survey2016,2013_M_survey2016,2014_M_survey2016,2015_M_survey2016,2016_M_survey2016,2016_S_survey2016,1999_M_survey2017,1999_S_survey2017,2000_M_survey2017,2000_S_survey2017,2001_M_survey2017,2001_S_survey2017,2002_M_survey2017,2002_S_survey2017,2003_M_survey2017,2003_S_survey2017,2003_V_survey2017,2004_M_survey2017,2004_S_survey2017,2004_V_survey2017,2005_M_survey2017,2005_S_survey2017,2005_V_survey2017,2006_M_survey2017,2006_S_survey2017,2006_V_survey2017,2007_M_survey2017,2007_S_survey2017,2007_V_survey2017,2008_M_survey2017,2008_S_survey2017,2008_V_survey2017,2009_M_survey2017,2009_S_survey2017,2009_V_survey2017,2010_M_survey2017,2010_S_survey2017,2011_M_survey2017,2011_V_survey2017,2012_M_survey2017,2012_S_survey2017,2013_M_survey2017,2014_M_survey2017,2015_M_survey2017,2016_M_survey2017,2016_S_survey2017,2017_M_survey2017,2017_S_survey2017,1999_M_survey2018,1999_S_survey2018,2000_M_survey2018,2000_S_survey2018,2001_M_survey2018,2001_S_survey2018,2002_M_survey2018,2002_S_survey2018,2003_M_survey2018,2003_S_survey2018,2003_V_survey2018,2004_M_survey2018,2004_S_survey2018,2004_V_survey2018,2005_M_survey2018,2005_S_survey2018,2005_V_survey2018,2006_M_survey2018,2006_S_survey2018,2006_V_survey2018,2007_M_survey2018,2007_S_survey2018,2007_V_survey2018,2008_M_survey2018,2008_S_survey2018,2008_V_survey2018,2009_M_survey2018,2009_S_survey2018,2009_V_survey2018,2010_M_survey2018,2010_S_survey2018,2011_M_survey2018,2011_V_survey2018,2012_M_survey2018,2012_S_survey2018,2013_M_survey2018,2014_M_survey2018,2015_M_survey2018,2016_M_survey2018,2016_S_survey2018,2017_M_survey2018,2017_S_survey2018,2018_M_survey2018,2018_S_survey2018,mpb_m_8_year_area_ha_2014,mpb_s_8_year_area_ha_2014,mpb_vs_8_year_area_ha_2014,mpb_m_8_year_area_ha_2015,mpb_s_8_year_area_ha_2015,mpb_vs_8_year_area_ha_2015,mpb_m_8_year_area_ha_2016,mpb_s_8_year_area_ha_2016,mpb_vs_8_year_area_ha_2016,mpb_m_8_year_area_ha_2017,mpb_s_8_year_area_ha_2017,mpb_vs_8_year_area_ha_2017,mpb_m_8_year_area_ha_2018,mpb_s_8_year_area_ha_2018,mpb_vs_8_year_area_ha_2018,mpb_m_8_year_area_ha,mpb_s_8_year_area_ha,mpb_vs_8_year_area_ha,mpb_all_8_year_area_ha
11,Entiako2016,5,2016,Entiako,1155045.049,6210.11,7263.82,6732.65,7147.39,4031.07,5455.18,1774.49,2273.51,1534.8,822.66,1981.03,3379.96,3806.51,3639.19,2391.33,4719.17,3428.2,3057.94,5415.46,24168.05,1068.403926,1.665897546,5648.279481,587.7974274,1207.442246,5031.283879,11141.54386,1367.871307,864.1313684,1746.35572,5947.837409,1495.732473,103.8940529,3174.895509,2014.800194,2390.931881,9285.276023,903.3010163,0.000744575,17880.29042,1204.182665,2.05E-05,441.7212589,71.46373836,0,22009.01044,185.5226272,0,174.0452585,0,0,0,0,0,0,0,892.1282411,1068.403926,1.665897546,5595.047591,583.1166787,1203.897873,5025.366146,10786.89334,1355.38405,839.9347779,1698.053368,5877.598669,1495.399564,101.6508265,3015.994963,1989.357441,2256.696965,9223.413588,865.8888612,0.000744575,17757.92873,1157.812144,2.05E-05,441.7212589,71.46373836,0,22007.94233,185.5226272,0,174.0452585,0,0,0,0,0,0,0,0,873.8248696,1063.602429,1.665897546,5370.483858,531.7109322,1196.160371,4790.251917,10626.04447,1079.299301,800.2694334,1691.136699,5836.314294,1485.587283,100.7221571,2730.390621,1954.914997,2250.827552,9152.816375,797.1234276,0.000744575,17683.07263,1131.966744,2.05E-05,441.7212589,71.46373836,0,22006.61574,185.5226272,0,174.0124588,0,0,0,0,0,0,0,0,0,0,873.8248696,1063.602429,0.033917724,4694.960972,526.5000971,1183.596121,4785.737562,10544.52322,1001.243513,788.762491,1582.218909,5366.113567,1472.796235,98.79938834,2632.380951,1899.866023,1931.40368,9053.330558,793.6115201,0.000744575,14936.56601,286.2089028,2.05E-05,441.7212589,69.52922715,0,21444.4845,185.5226272,0,80.57847575,0,0,0,0,0,0,0,0,0,0,0,2.163982823,836.6560739,949.3198406,0.033917724,270.5898461,350.4387445,722.5051386,3248.174131,7851.316134,916.5577894,383.9392731,1077.222763,4144.469283,905.3716348,49.07474866,2568.621126,1889.089293,1516.083697,8514.141135,679.3379592,0.000744575,14228.83449,208.9099081,2.05E-05,441.7212589,69.52922715,0,21439.08833,169.5325762,0,21.4844964,0,0,0,0,0,0,0,0,0,0,0,2.163982823,28.9355424,0,0,0,0,0,0,0,22180.6282,185.5226272,0,0,0,0,0,0,0,0,22180.6282,185.5226272,0,22366.15083
12,Entiako2017,5,2017,Entiako,932118.0834,5754.61,6945.36,6141.85,6027.58,3350.85,3849.35,1321.32,1511.21,806.06,495.74,1753.36,3181.79,2963.57,1838.32,1342.55,2835.24,3088.54,2393.55,4612.09,18701.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328496.596,83178.27676,0,346206.2718,38569.29211,0,545399.1875,678.1001742,0,225.0389352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328496.289,83178.27676,0,346206.2718,38569.29211,0,545399.1875,678.1001742,0,225.0389352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328247.217,83178.27676,0,346206.2718,38569.29211,0,545399.1875,678.1001742,0,225.0389352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327613.471,83178.27676,0,346206.2718,38569.29211,0,545357.1184,678.1001742,0,225.0389352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323211.112,82460.5808,0,346206.2718,38569.29211,0,545351.3512,393.6141691,0,21.4844964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.0389352,0,0,0,0,0,225.0389352,0,0,225.0389352
13,Entiako2018,5,2018,Entiako,798654.4835,5513.46,6292.84,5199.46,4209.8,2156.23,3155.21,979.5,1500.07,506.21,204.23,1315.96,3181.79,2913.9,1758.85,914.33,1195.8,1872.36,1695.81,2536.95,15893.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953185.7662,19981.80685,0,72.99584304,0,0,1415.250766,392.3245976,0,225.0389352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953185.4599,19981.80685,0,72.99584304,0,0,1415.250766,392.3245976,0,225.0389352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952936.3873,19975.99757,0,72.99584304,0,0,1415.250766,392.3245976,0,225.0389352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952302.642,19975.99757,0,72.99584304,0,0,1373.181653,392.3245976,0,225.0389352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946449.3577,19136.85622,0,72.99584304,0,0,1367.414404,107.8385925,0,21.4844964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,John Prince Research Forest2015,2,2015,John Prince Research Forest,241654.5138,1419.33,1304.1,1257.55,1377.31,1057.47,1068.66,2156.58,478.46,1151.84,2150.28,1382.3,5640.35,5542.42,3963.28,4609.82,4728.3,3917.73,2935.05,2581,29168.59,0.385154457,0,0,0,0,16.86236672,41.5425235,0,0.02515155,0,0,1.95373728,4.371478527,0,322.2700347,43.41585483,16.23214634,2423.520749,66.77900704,0,285.170151,691.3424889,752.2475993,0,0,0,249.3378868,482.2344693,0,330.0444335,31.15180625,0.096328034,0,0,0,0,0,0.385154457,0,0,0,0,16.86236672,41.5425235,0,0.02515155,0,0,1.95373728,4.371478527,0,319.3758761,43.41585483,16.23214634,2399.343322,66.77900704,0,285.1701348,691.3221348,752.0274329,0,0,0,249.3378868,351.6270594,0,330.0444335,31.15180625,0.096328034,0,0,0,0,0,0,0.385154457,0,0,0,0,16.86236672,41.5425235,0,0.02515155,0,0,1.953697501,4.371478527,0,315.8485892,43.41585483,16.23214634,2307.227645,59.40940722,0,283.2385742,673.6820161,737.8628088,0,0,0,248.2313836,339.2408313,0,330.0444335,31.15180625,0.096328034,0,0,0,0,0,0,0,0,0.385154457,0,0,0,0,16.86236672,41.5425235,0,0.02515155,0,0,1.953697501,4.371478527,0,310.86861,43.41585483,16.11992535,2262.592547,59.40940722,0,282.1663402,667.2824685,737.7362016,0,0,0,248.229917,339.2408313,0,298.1424928,31.15180625,0.096328034,0,0,0,0,0,0,0,0,0,0,0.385154457,0,0,0,0,16.86236672,13.80379936,0,0.02515155,0,0,1.893410957,4.363484003,0,298.1975976,43.38777017,16.1135457,2200.591345,59.40940722,0,231.7373094,666.81231,595.5520898,0,0,0,251.2185571,326.0644486,0,298.0818393,31.15180625,0.096328034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.4786483,382.7788657,0,0,0,0,0,0,0,0,0,0,579.4786483,382.7788657,0,962.257514
15,John Prince Research Forest2016,2,2016,John Prince Research Forest,539670.5435,1914.73,3494.9,3581.51,3415.27,3268.43,3215.99,4168.88,2064.2,1814.9,3732.95,3117.08,8214.93,8447.17,7660.89,6407.34,6386.05,7438.46,6291.34,4723.39,51404.87,0.385154457,0,51.7797867,24.4725999,575.3627285,30.42914897,155.094243,19.14228937,628.2448995,9.055461539,0,90.97826406,70.4785703,0,569.4925187,295.6558833,92.94531651,4057.359516,67.37609714,0,1565.953306,759.3324554,752.0278684,242.2468074,0,0,4183.250608,460.6631856,0,776.22178,31.15180625,51.55274401,0,0,0,0,0,0.385154457,0,51.7797867,24.4725999,573.7452258,30.42914897,155.094243,19.0342577,628.2448961,9.055461539,0,85.49511504,70.4635673,0,564.8124074,289.0906853,92.67899222,4001.781271,67.354665,0,1564.167725,758.8732316,752.0274329,242.2468074,0,0,4064.695479,341.8830007,0,776.0118591,31.15180625,51.55274401,0,0,0,0,0,0,0.385154457,0,51.10812934,24.4725999,573.7452258,30.42914897,155.094243,19.0342577,468.6721115,6.540225372,0,84.84942033,56.12911845,0,547.7189104,286.9836645,92.63256579,3884.821355,59.94422918,0,1522.479508,741.2217067,737.8628088,159.2053258,0,0,4041.578191,339.0678621,0,773.710028,31.15180625,51.55274401,0,0,0,0,0,0,0,0,0.385154457,0,47.25113197,24.4725999,570.3955315,30.42914897,155.094243,18.92046569,468.2909987,6.540225372,0,82.9041544,54.75645052,0,539.3617147,286.9524988,92.36263218,3834.769877,59.94422918,0,1513.276804,734.8222312,737.7362016,154.2129627,0,0,3935.527627,339.0678621,0,740.6526096,31.15180625,51.55274401,0,0,0,0,0,0,0,0,0,0,0.385154457,0,47.25113197,14.43220061,448.0477227,16.86236672,102.2401773,18.92046569,463.2311211,6.540225372,0,72.65174121,54.72374653,0,466.4294797,267.7934138,55.53900306,3657.792704,59.94422918,0,1347.680806,733.2098433,595.5520898,154.2124933,0,0,3895.886447,326.1887044,0,727.6136278,31.15180625,48.22035499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.840963,370.2196683,0,0,0,0,0,0,0,4866.840963,370.2196683,0,5237.060631
16,John Prince Research Forest2017,2,2017,John Prince Research Forest,688189.0975,2892.96,4143.08,4690.75,4545.08,4413.41,3823.1,4523.21,2783.56,1838.79,4074.22,4508.43,10281.3,9378.45,10349.64,6909.33,8156.51,8464.78,7498.21,5485.19,64580.08,10.86843422,0,60.76313899,24.4725999,629.0581286,32.39586235,249.5998936,19.14228937,802.8137335,13.78529178,0,296.5541045,312.2340864,0,938.2650971,520.1122287,306.4360183,5274.02751,111.4482708,0,2007.071021,1125.904171,791.4390433,407.2999306,84.06583334,0,4189.036893,791.0142299,14.06090621,928.7453177,31.15180625,54.91760704,0,83.83840734,0,0,0,10.86843422,0,60.18927908,24.4725999,627.4406258,30.42914897,249.5998936,19.0342577,801.7141269,13.78529178,0,290.7583367,312.2190834,0,923.6372614,510.1727746,303.527332,5177.72648,110.1353876,0,2000.008067,1120.579722,791.2181438,407.2897972,80.74113213,0,4070.481764,554.3995376,14.06090621,925.4451464,31.15180625,54.91760704,0,25.58149194,0,0,0,0,10.86843422,0,59.51762172,24.4725999,608.1157807,30.42914897,234.7050247,19.0342577,642.1396514,10.687417,0,274.6571022,297.8846346,0,905.7477585,500.0532097,299.8717071,5049.904024,99.38257109,0,1957.119055,1105.614966,777.0535197,324.2229369,77.02646098,0,4047.364475,435.701849,14.06090621,549.5783971,31.15180625,54.91760704,0,0.149374972,0,0,0,0,0,0,10.86843422,0,55.66062435,24.4725999,604.7660863,30.42914897,234.7050247,18.92046569,640.9369693,10.2155687,0,268.3666062,296.1438883,0,895.8510723,497.7772609,299.5425604,4985.547916,99.09732259,0,1944.044951,1099.215418,776.9260671,315.6718659,77.02646098,0,3941.313912,435.701849,14.06090621,510.9572238,31.15180625,54.91760704,0,0.149374972,0,0,0,0,0,0,0,0,10.86843422,0,55.66062435,14.43220061,480.5766285,16.86236672,181.8509591,18.92046569,594.6449622,10.2155687,0,248.3258161,181.9961576,0,725.6741483,473.6432917,255.4424328,4774.319707,97.46608584,0,1768.0785,1097.498484,634.7419553,314.9844408,64.45366648,0,3901.548483,415.2538955,9.349252896,507.9981282,31.15180625,51.58521802,0,0.149374972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.0242058,31.15180625,0,0,0,0,566.0242058,31.15180625,0,597.1760121
17,John Prince Research Forest2018,2,2018,John Prince Research Forest,680200.4644,3047.7,3922.47,4689.06,4500.31,4262.23,3840.87,4539.92,2799.96,1846.38,4041.61,4260.41,9535.37,9521.86,10168.51,7838.64,8446.77,8543.76,7519.2,5975.45,66525,10.86843422,0,60.76313899,24.4725999,589.1555882,32.39586235,248.7924668,19.14228937,750.6891927,13.78529178,0,296.564415,311.5199784,0,1014.705048,477.9582822,286.2351949,5998.532489,111.4482708,0,2008.155449,1182.038987,791.8184986,406.981981,81.48233324,0,4134.764165,791.0142299,14.06090621,792.4750449,31.15180625,54.91760704,0,83.83840734,0,0,0,10.86843422,0,60.18927908,24.4725999,587.5380855,30.42914897,248.7924668,19.0342577,749.5895861,13.78529178,0,290.7686016,311.5049754,0,989.374478,467.9423079,283.3265086,5876.457818,110.1353876,0,2001.092495,1175.44551,791.5975991,406.8912069,78.15763203,0,4017.550555,554.3995376,14.06090621,789.1748735,31.15180625,54.91760704,0,25.58149194,0,0,0,0,10.86843422,0,59.51762172,24.4725999,583.0342714,30.42914897,233.8975979,19.0342577,590.0166242,10.687417,0,274.6673671,297.1705266,0,971.4849751,456.4117286,279.6708837,5748.292503,99.38257109,0,1959.09807,1160.478577,777.432975,323.8243466,74.44243494,0,3994.433266,435.701849,14.06090621,413.3081242,31.15180625,54.91760704,0,0.149374972,0,0,0,0,0,0,10.86843422,0,55.66062435,24.4725999,579.6845771,30.42914897,233.8975979,18.92046569,588.8139421,10.2155687,0,268.6209804,295.4297802,0,961.5882889,454.1357798,279.341737,5683.936395,99.09732259,0,1949.746832,1154.079029,777.3055224,315.2732756,74.44243494,0,3888.488374,435.701849,14.06090621,374.686951,31.15180625,54.91760704,0,0.149374972,0,0,0,0,0,0,0,0,10.86843422,0,55.66062435,14.43220061,456.6287764,16.86236672,181.0435323,18.92046569,583.3170232,10.2155687,0,248.5801903,181.9961576,0,791.6929934,433.890559,242.3513543,5472.708185,97.46608584,0,1775.733315,1152.344916,635.1214106,314.5858505,61.86964045,0,3848.722946,415.2538955,9.349252896,374.6262976,31.15180625,51.58521802,0,0.149374972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.73459299,0,0,51.73459299,0,0,51.73459299
18,Prince George South2015,3,2015,Prince George South,411263.1809,3907.21,3295.33,5229.21,7550.98,12230.21,11838.67,8740.63,6867.01,5192.22,4408.22,6121.8,3584.2,2983,2267.34,2506.87,1393.89,3235.87,2365.1,1654.58,28457.54,0,55.24651433,1.713293969,3.397511765,204.8680216,32.64353065,1980.227773,73.04487559,3544.845541,1724.385484,0.365891964,2277.858935,789.2432581,219.2922467,2665.043651,2067.846711,4034.473692,9818.912683,5250.323529,309.8776173,23288.65647,2295.27733,291.3835196,2761.76748,338.5766462,215.5183974,202.0208523,72.34374026,0,0,0,0,0,0,42.15105576,0,0,0,54.74927508,1.713293969,3.397511765,194.6611609,32.64353065,1962.851991,73.04487559,3410.855989,1657.534715,0.002791195,2158.927369,748.8026863,218.0414108,2599.573203,1944.595918,3782.102152,8490.461198,4397.492351,291.1387909,12759.9233,1738.634871,245.1004836,1872.403382,330.2704276,214.1618466,202.0208523,72.34374026,0,0,0,0,0,0,35.44638892,0,0,0,0,54.74927508,1.713293969,3.397511765,189.0530763,32.64353065,1951.671129,69.23391028,3341.820324,1603.082259,0.002791195,2076.606603,726.8481774,218.0414108,2571.083872,1930.930886,3759.025739,8343.412846,4181.174219,260.2474576,12566.60355,1719.093882,239.382847,1813.842457,324.2031914,214.1618466,202.0208523,72.34374026,0,0,0,0,0,0,29.15090318,0,0,0,0,0,0,54.09859101,1.713293969,3.397511765,189.0530763,32.64353065,1739.116019,69.23391028,3318.061526,1600.885259,0.002791195,1977.901267,715.5842655,100.0353884,2487.506995,1843.185204,3587.832725,8267.290265,4023.172459,260.2474576,12430.23505,1680.001031,232.8721225,1776.237918,183.570279,34.08708671,202.0208523,72.34374026,0,0,0,0,0,0,29.15090318,0,0,0,0,0,0,0,0,53.79087545,1.713293969,3.397511765,189.0530763,32.64353065,1737.618329,69.21211678,3214.927335,1595.974078,0.002791195,1929.597151,703.5603569,100.0353884,2468.593759,1742.02163,3540.522833,8149.741378,3943.758766,260.2474576,12067.15226,1642.716733,232.547973,1690.789673,183.570279,34.08708671,202.0208523,72.34374026,0,0,0,0,0,0,0.305677075,0,0,0,0,0,0,0,0,0,0,0,0,2074.424234,438.0605568,214.1618466,0,0,0,0,0,0,0,0,0,2074.424234,438.0605568,214.1618466,2726.646637
19,Prince George South2016,3,2016,Prince George South,702650.8384,6847.99,6237.38,8228.3,10732.54,17888.19,14892.79,11652.7,9907.44,8184.99,7409.35,8140.53,6372.39,5591.05,4596.19,5279.43,4760.72,6293.06,4566.5,4183.58,48442.72,0,64.98506399,3.046310258,0,309.3857771,79.72245251,4889.376378,199.3122701,4822.733236,3483.946285,98.03178148,6742.964958,2352.333979,260.707843,5170.27218,3446.449515,6191.939659,18139.58614,7281.018927,312.6109424,36461.86478,3304.710228,386.9316865,3617.774778,338.5766462,215.5183974,729.4577243,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,42.15105576,0,0,0,64.48782474,3.046310258,0,298.0063413,76.02424884,4852.166146,199.3122701,4687.118746,3388.524886,97.66114599,6528.934251,2295.983539,253.1404933,5099.501041,3306.962842,5880.753979,16666.79477,6391.071816,293.872116,25671.56435,2736.296236,340.6486505,2711.868301,330.2704276,214.1618466,722.0853882,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,35.44638892,0,0,0,0,64.48782474,3.046310258,0,292.3982567,74.47579866,4832.725025,195.5013048,4609.330555,3330.366752,97.6126703,6431.735025,2263.698212,253.0195375,5070.792215,3291.539368,5850.840068,16437.25117,6124.838288,262.9807828,25448.45274,2715.519125,333.8419676,2653.25482,324.2031914,214.1618466,722.0504871,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,29.15090318,0,0,0,0,0,0,63.83714067,3.046310258,0,292.3982567,74.47579866,4549.6587,195.5013048,4559.28103,3319.772315,97.6126703,6071.613115,2242.621294,134.9060595,4984.070103,3175.485462,5378.331638,15926.75685,5895.380699,262.9807828,24771.55976,2670.624355,326.3100522,2563.245757,183.570279,34.08708671,722.0504871,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,29.15090318,0,0,0,0,0,0,0,0,63.52942511,3.046310258,0,292.3982567,74.47069425,4503.469745,195.4787241,4443.652779,3287.424376,90.9502935,5644.70327,2225.188062,132.8574858,4920.56072,3051.528955,5079.283571,15231.17563,5609.210507,262.9807828,24251.0099,2616.022733,324.9416131,2477.797512,183.570279,34.08708671,603.3156212,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,0.305677075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.8716995,107.946489,0,0,0,0,0,0,0,744.8716995,107.946489,0,852.8181885
20,Prince George South2017,3,2017,Prince George South,687005.1133,5960.46,5513.61,8203.93,10642.12,17241.09,14498.4,11573.81,9710.59,7831.1,7184.32,7988.3,6380.25,5589.57,4559.96,5241.61,4070.37,6471.56,4150.73,4034.73,42131.52,0,64.98506399,3.046310258,0,309.6968493,79.72245251,4406.287709,184.8103849,4815.452777,3269.8116,98.03178148,6335.211492,2271.904239,252.9536628,4789.432587,3093.483018,6184.241501,16873.45387,7205.337392,312.6109424,37032.53954,3022.973477,386.9316865,3823.290636,338.5766462,215.5183974,718.1236491,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,42.15105576,0,0,0,64.48782474,3.046310258,0,298.3174135,76.02424884,4374.688313,184.8103849,4679.838251,3174.3902,97.66114599,6113.201889,2216.535164,245.3863131,4718.66095,2962.902782,5864.708847,15385.19892,6305.529561,293.872116,26209.47635,2454.634025,340.6486505,2932.975372,330.2704276,214.1618466,710.7513131,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,35.44638892,0,0,0,0,64.48782474,3.046310258,0,292.7093289,74.47579866,4355.247192,180.9994196,4601.504806,3116.232067,97.6126703,6019.931169,2184.249838,245.2653573,4689.952512,2947.47931,5834.794936,15156.18366,6039.296033,262.9807828,25985.09956,2433.856914,333.8419676,2874.361891,324.2031914,214.1618466,710.7164119,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,29.15090318,0,0,0,0,0,0,63.83714067,3.046310258,0,292.7093289,74.47579866,4136.010934,180.9994196,4566.577442,3111.713903,97.6126703,5698.031853,2171.441171,127.1518792,4577.621983,2837.97679,5291.100231,14697.05623,5807.987604,262.9807828,25288.05468,2393.574137,326.3100522,2833.203568,183.570279,34.08708671,710.7164119,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,29.15090318,0,0,0,0,0,0,0,0,63.52942511,3.046310258,0,292.7093289,74.47069425,4110.183944,180.9776261,4451.374918,3079.363721,90.9502935,5306.969477,2156.017656,125.1033055,4514.1126,2716.456827,5084.129639,14299.43243,5521.815524,262.9807828,24732.58245,2349.622513,324.9416131,2747.755323,183.570279,34.08708671,591.9815461,72.34374026,0,22.42004575,6.45184556,0,0,0.40116668,0.305677075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.82121243,35.60274874,0,0,0,0,22.82121243,35.60274874,0,58.42396118
